internship_id,title,company,location,description,skills,domain,job_type,source
890,Training and Compliance Instructor - First Aid and Safety,,,"requisition number : 171512 job description cinta seek training compliance instructor - aid safety . responsibility include facilitate training course instruction osha , aid , cpr , safety topic ; sell scheduling training ; - sell safety aid product training customer ; work service team ensure customer satisfaction osha compliance . skill / qualification require valid driver licensefamiliarity safety product requirementshigh school diploma / ge ; bachelor degree prefer prefer experience training , teaching facilitatingbusiness - - business , industrial and/or outside sale experience cinta offer comprehensive competitive medical , dental vision benefit , feature employee health care premium 30 % low national average industry . medical plan option offer zero cost partner . additionally , employee - partner enjoy competitive pay 401(k)/profit sharing / employee stock ownership program disability life insurance package pay time holiday career advancement opportunity headquarter cincinnati , cinta publicly hold company trade nasdaq global select market symbol cta component standard & poor 500 index nasdaq-100 index . cinta corporation help 900,000 business type size ready ™ open door confidence day provide wide range product service enhance customer ' image help facility employee clean , safe look good . product service include uniform , mat , mop , restroom supply , aid safety product , fire extinguisher testing , safety compliance training , cinta help customer ready workday ® . support growth north america , seek drive professional ambition company . professional culture , dedication employee - partner limitless career opportunity — benefit proud offer . employee - partner know job critical , teamwork drive innovation . let talk fit team hard work recognize competitive pay , world - class benefit ongoing career development . ready ™ limitless opportunity cinta ? cinta corporation eeo / affirmative action employer employment - relate decision regard race , color , religion , sex , sexual orientation , gender identity , national origin , disability protect veteran status . job category : service organization : aid safety employee status : regular schedule : time shift : 1st shift","sales, development",sales,job,Kaggle
891,Legal Assistant / Paralegal,,,"testa heck testa & white , p.a . established dynamic - service law firm serve client southern portion new jersey . team attorney support personnel engage interesting work diverse client base legal matter involve civil litigation , personal injury , business transaction , real estate , criminal defense , estate matter , local government labor & employment . firm operate relaxed modern office , equip late technology case - management software . firm need energetic highly organized paralegal / legal assistant work matter primarily involve civil litigation , representation local government , provide general legal service small medium sized business . position involve draft respond pleading , motion , discovery demand subpoena , engage legal research interact client firm deliver - notch legal service . position involve manage attorney ' schedule calendar , billing , general management file . proficiency writing communication require , ability manage multiple assignment priority . job type : - time benefit : dental insurancehealth insurancepaid time offparental leaveretirement planvision insuranceschedule:8 hour shiftwork location : person","management, software, communication","tech, government, business, legal",job,Kaggle
892,"Director of Governance, Risk, and Compliance",,,"client , lookout talented director governance , risk , compliance join client team . prove track record building lead high - performance grc team , role perfect . director grc , play pivotal role organizing , planning , deliver result collaborate achieve crucial security outcome . advocate customer privacy security right , embed requirement product offering , service , daily business operation . responsibility : lead recruitment , management , motivation , development high - perform security / privacy grc teams.collaborate cross - functional leader client organization enhance sustain resilient grc program.provide strategic vision hand - leadership develop support initiative relate security privacy policy , standard , training , external audits , continuous control monitoring , customer assurance , risk assessments.develop , maintain , communicate security / privacy assurance compliance strategy , focus expand security certification portfolio align regulatory commercial framework requirement target markets.conduct regular organizational asset - level risk impact assessment identify security privacy risk , guide leader prioritize risk mitigation efforts.drive operational efficiency process program enhancement implementation automation toolsets.offer advisory service team , need , ensure compliance privacy security policy standard business operation . require skill experience : 10 year experience lead aspect security / privacy grc program , 3 year saas tech organization.proven track record drive certification multiple domestic international security privacy framework / standard , include iso 27001 , iso 27701 , soc2 , gdpr , irap , fedramp / stateramp , hipaa , pci dss , cmmc.demonstrated ability develop retain high - perform grc professionals.strong write verbal communication skill , ability translate business technical terminology.excellent cross - functional partnership skill , ability lead multiple stakeholder conflicting priority fast - pace , dynamic environment . skill experience : bachelor degree computer science , information system , engineering , relate technical field ; equivalent experience.certification crisc , cisa , cissp , cism , etc . , consider advantageous . 10xcompanyjobs track job curate list company potential 10x value .","management, engineering, development, communication, leadership, technical, automation","tech, business, engineering",job,Kaggle
893,"Lead Software Development Engineer, Developer Platform Team - Golang (Remote)",,,"opportunity drive innovation , passionate technical excellence , ready collaborate team exceptional engineer , apply position new relic . let embark exciting journey innovation technical advancement ! new relic , provide business state - - - art observability platform , leverage advanced technology deliver real - time insight performance software application infrastructure . company forefront industry , enable organization monitor , analyze , optimize system achieve enhanced reliability , performance , user experience . join mission revolutionize observability empower business today dynamic digital landscape . lead build scalable developer platform devsecop capability assist engineering team develop deploy secure software.partner product manager , engineering manager peer engineer deliver exceed business goals.lead architectural design definition high degree innovation creativity.create infrastructure framework need system scalable simple deploy.research new framework service understand sophisticated scenario propose new feature base learning.work agile environment devsecop approach — team build maintain secure software , include take turn - . role require bachelor degree computer science equivalent.8 + year hand - professional experience distribute system , concurrency , scale production environment.proficient write software golang , react , groovy object - orient language ( c++ , python , etc ) afraid adapt , learning , work different language frameworks.experience docker ( optimize image size , multi - arch , multi - stage , buildkit ) k8s.experience security scan tool like trivy , snyk , etc.experience administer system like github enterprise , artifactory , etc.comfortable fast - pace environment passionate deliver production code regular cadence agile technique , tool methodologies.have collaborative work style include colleague important decision lead share code ownership bonus point contribution open source projects.familiarity terraform , jenkin , aw service ( eks , ec2 , etc)familiarity language dependency / package tooling gradle / maven , pip , rubygems , npm / yarnunderstande value devsecop practice bring development team efficiency reliability passionate apply technique project . foster diverse , welcoming inclusive environment important . work hard feel comfortable bring good , authentic self work day . celebrate talented relic ' different background ability , recognize different path take reach – include nontraditional one . experience perspective inspire product company good . look people feel connected mission value , candidate check box . require reasonable accommodation complete application recruiting process , visit https://newrelic.avature.net/accommodation submit request . believe empower relic achieve professional business success flexible workforce model . model allow work variety workplace well support success , include fully office - base , fully remote , hybrid . hiring process note visa sponsorship available position . compliance applicable law , person hire require verify identity eligibility work complete employment eligibility verification . note : stewardship datum thousand customer ' mean criminal background check require join new relic . consider qualified applicant arrest conviction record base individual circumstance accordance applicable law include , limit , san francisco fair chance ordinance . headhunter recruitment agency submit resume / cvs website directly manager . new relic accept unsolicited headhunter agency resume , pay fee - party agency company sign agreement new relic . new relic proud equal opportunity employer . foster diverse , equitable , inclusive environment , free type discrimination , relic thrive . hire people different background , experience , ability perspective . candidate evaluate base qualification , regardless race , religion , ethnicity , national origin , sex , sexual orientation , gender expression identity , age , disability , neurodiversity , veteran marital status , political viewpoint , legally protect characteristic . review applicant privacy notice https://newrelic.com/termsandconditions/applicant-privacy-policy . estimate base pay range : $ 174,000 - $ 218,000 pay range represent reasonable estimate salary list position . role eligible corporate bonus plan . pay range vary work location depend job - relate factor applicant skill , qualification , experience . new relic provide variety benefit role , include healthcare , dental , vision , parental leave planning , mental health benefit , 401(k ) plan match , flex time - , 11 pay holiday , volunteer time , competitive benefit design improve life employee .","aws, ruby, python, docker, engineering, design, software, development, technical","tech, healthcare, legal, engineering",job,Kaggle
894,Inventory Control Specialist,,,"pay range $ 17.17 - $ 25.23 purpose position responsible accuracy integrity store inventory . - time - time position available . minimum eligibility requirement year inventory control experience "" big box "" retail company equivalent combination education experience sufficient perform essential function job , determine company.demonstrate point sale analysis report experience.business analysis experience plus.intermediate computer skill include microsoft office suite.must detail - orient highly organized.must possess excellent customer service skill work pressure.ability multi - task , meet deadline , work fast - pace environment . essential function demonstrate thorough understanding compliance company safe lifting practice standard operating procedures.follow daily cycle count category review calendar.research inventory - relate discrepancy appropriate adjustment inventory system.review shipping receive document accuracy.bre attention department manager immediately discrepancy notice tagging skuing merchandise.audit bfr daily accordance inventory control sop.audit incoming outgoing truck randomly.audit sor process accordance return sale sop.audit srr process accordance return sale sop voids partial voids.audit rtv process ensure rtv process sop.audit ensure security facility notify management issues.audit customer merchandise storage area weekly accordance customer storage sop timely resolve issue cem operation manager.provide assistance operation manager physical inventory period.ensure "" sample "" tape apply wood box write "" sam "" . , notify department manager immediately address.run osdr report dmg , rtv , va , dis , will , chr , prv , use , lf , stl , web sam monthly ensure correct movement merchandise correct discrepancy . document report finding / correction , submit operation manager review , initial archive monthly cycle count drawer.check minimum 10 customer receipt daily randomly . "" pickup "" "" "" ticket . discrepancy adjust immediately notify cem / operation manager mistake(s).communicate store management team discrepancy find day ccyl propose solution fix issue cause potential cause shrink e - mail . failure fix outstanding issue follow - , need notify cem / operation manager immediately.maintain cycle count paperwork sop.follow - ensure change implement . working condition ( travel , hour , environment ) perform duty job , employee frequently expose warehouse environment move vehicle . noise level work environment typically moderate noisy . physical / sensory requirement medium work – ability exert 20 - 50 pound force occasionally , and/or 10 - 25 pound force frequently , and/or great negligible 10 pound force constantly lift , carry , push , pull , object . employee require use hand finger , handle feel . employee occasionally require stand , walk , reach arm hand , climb balance , stoop , kneel , crouch crawl . store hour monday - friday 7:00 - 7:00 pm saturday 8:00 - 7:00 pm sunday 10:00 - 6:00 pm benefit & reward bonus opportunity levelcareer advancement opportunitiesrelocation opportunity country401k discretionary company matchemployee stock purchase planreferral bonus programa personal holiday volunteer time programmedical , dental , vision , life insurance plan ( subject eligibility criterion ) equal employment opportunity floor & decor provide equal employment opportunity associate applicant regard age , race , color , religion creed , national origin ancestry , sex ( include pregnancy ) , sexual orientation , gender , gender identity , disability , veteran status , genetic information , ethnicity , citizenship , category protect law . policy apply area employment , include recruitment , testing , screening , hiring , selection training , upgrading , transfer , demotion , layoff , discipline , termination , compensation , benefit privilege , term condition employment . policy law prohibit employment discrimination associate applicant basis legally protect status outline . r036821",management,"education, business, legal, retail",job,Kaggle
895,Substance Abuse Program Coordinator,,,"description work position currently locate craggy correctional institute serve nearby unit / location . alcoholism chemical dependency program ( acdp ) staff plan , administer coordinate chemical dependency screening substance use disorder treatment service department adult correction . substance abuse counselor line prison treatment program acdp . develop , implement coordinate treatment plan client . responsibility include intake , assessment , gather social history , conduct treatment progress evaluation , document opus prepare discharge summary . sacs assist client develop recovery plan community support , maintain appropriate participation progress attain treatment goal . position responsible administration clinical supervision alcohol / drug treatment staff . employee supervise position provide aspect alcohol / drug treatment residential setting include intake assessment , treatment planning , documentation progress , client chemical dependency education , referral case management task , discharge planning . employee responsible develop work schedule , assign task , supervise coordinate activity / unit unit supervisor order enhance overall program effectiveness . position currently locate craggy correctional institute serve nearby unit / location need . - time position ( 40 hour week ) state benefit . note current state employee state employee encourage apply position interest salary grade , low , current position . select position , new salary recalculate take consideration quantity relevant education experience , fund availability internal equity . base factor , pay increase result . dac north carolina department adult correction responsible care , custody , supervision adult sentence conviction violate north carolina law . department include state institution , correction enterprise , division community supervision , division rehabilitation & reentry . knowledge , skill ability / competency knowledge , skill , ability list , minimum education experience requirement , require qualify position . review resume lieu experience education list application . click link additional information : introduction job application address knowledge , skill ability . ( note : link create applicant dept . adult correction job reflect policy procedure state agency . ) qualify position , applicant document application possess follow : knowledge theory practice chemical dependency counselingexperience assessment , treatment and/or referral substance - abuse offender client involve criminal justice system.knowledge electronic system treatment record spreadsheet applicationapplicant pass background check eligible job . minimum education experience requirement minimum education experience high school general educational development ( ge ) diploma year ' experience work criminal justice environment correctional facility , jail - base substance abuse treatment program , community - base substance treatment program serve offender adjudicate criminal justice system credentiale obtain . necessary special qualification credentiale certified alcohol drug counselor ( cadc ) equivalent credential governing authority recognize nc addiction specialist professional practice board . note obtain certify status cadc credential , complete ( 3 ) year counseling supervision licensed professional satisfy requirement nc addiction specialist professional practice board . - - state applicant similar credential ic&rc member board consider . alternatively , applicant possess credential governing authority recognize nc addiction specialist professional practice board consider license clinical addiction specialist ( lcas)licensed clinical mental health counselor ( lcmhc)license marriage family therapist ( lmft)license clinical social worker ( lcsw)certified rehabilitation counselor ( crc ) * * * applicant possess ( 1 ) credential consider include associate status . supplemental contact information north carolina department adult correction ( dac ) equal opportunity employer embrace employment philosophy consist comply federal law , state law executive order . commit review request reasonable accommodation time hiring process job . dac use merit - base recruitment selection plan fill position subject state human resource act qualified individual . hire salary base relevant qualification , internal equity , budgetary consideration pertinent advertise position . critical screening salary determination process application contain comprehensive information . information provide appropriate area include beginning end date job work , education date graduate , work experience , certificate / license . resume accept lieu complete application . answer supplemental question refer education work experience list application receive credit . degree receive appropriately accredited institution . applicant seek veteran preference attach dd-214 member-4 form ( certificate release discharge active duty ) applications.applicant seek national guard preference attach ngb 23a ( rpa ) current member nc national guard good standing . member nc national guard serve 6 year discharge honorable condition , attach dd256 ngb 22.if applicant earn college credit hour complete degree program , attach unofficial transcript application receive credit education.if apply position certify nc dept . justice - criminal justice standard division , click link specific certification requirement : correctional & probation / parole officer certification .the nc dept . adult correction adhere dept . justice final rule "" national standard prevent , detect , respond prison rape . "" click link information hire promotion prohibition requirement position nc dept . adult correction : prea hiring promotion prohibition .per nc general statute 143b-972.1 , applicant hire position certify criminal justice officer justice officer require electronically submit fingerprint nc state bureau investigation state national criminal history record check enrollment fbi generation identification system : criminal justice record arrest prosecution background service ( "" rap "" ) . addition submit fingerprint application process.if charge criminal offense point life , require provide certified true copy warrant(s ) judgment(s ) offense ( minor traffic violation ) condition employment , documentation charge previously report agency . volume application receive , unable provide information status application phone . check status application , log account click "" application status . "" select interview , contact management . long consideration , receive email notification . technical issue application , governmentjobs.com applicant support help- line 855 - 524 - 5627 . question post application status , contact lisa byrd 919 - 948 - 7507 lisa.byrd@dac.nc.gov","aws, management, development, technical","tech, government, business, education",job,Kaggle
896,"Travel Nurse RN - Oncology in New Brunswick, NJ - Excellent Benefits 2024-04-11",,,"travelnursesource work favorite healthcare staff find qualified oncology rn new brunswick , new jersey , 08901 ! position favorite healthcare staffing , aspire learn thrill healthcare professional . exceptional recruiter thrive challenge discover perfect position . day , dedicated recruiter search adventure . apply today join favorite family ! favorite healthcare staffing look experienced oncology register nurse ( onc rn ) assignment new brunswick , nj ! assignment 13 week ideal candidate year recent experience a(n ) oncology register nurse . oncology register nurse ( onc rn ) position detail : assignment length : 13 week location : new brunswick , nj shift : 8 hour , day preferred start date : 4/28/2024 oncology register nurse ( onc rn ) requirement : 1 year recent onc register nurse experience 18 month active register nurse license certification require current bls certification require perk work favorite : live recruiter , customer service , & tech support 24/7/365 schedule shift & submit timecard favorite mobile app referral bonus program , day health insurance , 401(k ) retirement plan & match license & continue education reimbursement favorite healthcare staffing give opportunity advance career , develop new skill experience new thing . 913 - 383 - 9734 speak favorite recruiter today ! pay details:$2,250 - $ 2,400 gross weeklybase estimate 36 hour week favorite healthcare staffing favorite healthcare staffing , acacium group , take pride connect candidate job fit unique need . place nursing , advanced practice , ally healthcare professional - rate hospital , clinic , physician ’ office country . thousand diem opportunity , local travel contract , permanent temp - - perm placement job choose , recruiter help discover perfect position . favorite continue set industry standard quality , service , integrity healthcare staffing service . contact today find dream job !",,"tech, healthcare, education",job,Kaggle
897,Retail Lead- Minnesota Vikings Eagan Training Center,,,"job description fanatic global leader license sport merchandise change way fan purchase favorite team apparel jersey . innovative , tech - infuse approach make sell fan gear today - demand culture , fanatic operate 300 online offline store , include ecommerce business major professional sport league ( nfl , mlb , nba , nhl , nascar , mls , pga ) , major medium brand ( nbc sports , cbs sports , fox sport ) 200 collegiate professional team property , include big global soccer club ( manchester united , real madrid , chelsea , manchester city ) . fanatic offer large collection timeless timely merchandise shop online , phone , store , stadium - site world big sporting event . team global fanatic retail , - venue , special event business span north america , europe asia support nba , nhl , nfl , mlb , mls , ncaa , ryder cup , uefa , lead european football club special sporting event globally . team create seamless shopping experience home , game , attend world big sporting event online , mobile , physical retail store include flagship store nba nhl retail store new york city , professional sport stadium store , college team store , live event kentucky derby golf ryder cup . store event design tech - infuse retail approach omni - channel operation enable react near real - time capture great moment sport ensure product available fan heat moment . job summary retail lead ( - time ) play critical role store and/or venue assist leadership team create ultimate game day fan experience lead - line retail associate team . retail lead drive result coach retail associate carry operational excellence expectation . retail lead expect work - time schedule include day , night , weekend , extend hour game day event . general duty responsibility drive sale result consistent execution daily operationssupport house operation ; maintain stockroom organizationknowledge retail operation system include limit opsuite5.0 ( online inventory manager ) , pos ( point sale ) cayan ( credit card machines)partn leadership team make decision include limit ; revenue target , cap upt ( unit time)work retail associate ensure exemplary fan experiencecommunicate expectation assignment project retail associatesprovide training assistance retail associate requiredcoach retail associate base observe job performance knowledge operational excellence ensure exemplary fan experienceunderstand fanatic value relate roleperform ' manager duty responsibility ' need education , experience requirement minimum 18 year ageminimum year work retail sale preferredability work independently responsibly fast - pace environmentforeign language skill plus job knowledge , skill ability possess fun , outgoing , confident , professional demeanorprior leadership experience preferred ability work level management , build partnership coach teamsin partnership leadership team act decisively solve problemsability represent fanatic / league / team value standardsability balance prioritize multiple project remain calm pressurestrong communication , literacy , numeracy skill physical demand regularly require sit stand , reach , bend facility neededmust able lift carry 30 lbs.game day / event scheduling exposure weather element ( rainy , windy , cold , high temperature , etc . ) assign location outside shop","management, design, sales, communication, leadership","education, business, retail, tech, sales",job,Kaggle
898,Technical Account Manager,,,"senior technical account manager seek senior technical account manager play pivotal role guide client large enterprise customer optimize utilization platform , ensure attain expect value . position , act primary liaison client internal team , championing customer need foster cohesion department include customer engineering , deployment engineering , sale , marketing , product development . 🏠 location - remote ( north america - east coast ) 💰 compensation - $ 175k base + $ 50k bonus + equity + benefit responsibility : guide enterprise client accelerate adoption platform , ensure achieve anticipate value.advocate client internally , represent interest collaborate different team partners.drive alignment department ensure seamless customer experience product enhancement . requirements:4 + year experience directly engage customer partner domain datum science , machine learning , data management ( e.g. , big data analytic , datum integration , major cloud platform like aw , gcp , azure).4 + year people management experience customer success , technical consulting , professional service , similar customer - face roles.proven track record manage customer portfolio drive product adoption deliver complex customer project .","aws, management, engineering, marketing, sales, development, technical","business, marketing, tech, engineering, sales",job,Kaggle
899,Field Service Technician (Medical Device),,,"overview e3 diagnostic lead provider audiology equipment sale service solution united states . 30 office strategically locate nationwide staff team highly experienced hearing balance instrument expert , bring local expertise unmatched field audiological instrumentation . e3 diagnostic seek field service technician ( sale & service tech ) join team regional office detroit , mi ; e3 field service technician equipment expert customer rely audiological instrumentation need : new equipment solution , technical repair , nase - certify calibration . benefit include company vehicle , medical , dental , vision , 401(k ) match , life insurance , pay time ( pto ) , pay holiday , employee perk , & employee assistance program . responsibility responsible calibration , maintenance , equipment repair installation wide range audiology equipment . build maintain customer relationship , provide service technical support e3 equipment offering ensure calibration preventative maintenance complete schedule accord service agreement . collaboration office administrator ensure scheduling equipment calibration require . maintain accurate record customer contact equipment . prospect new service generate sale lead regional sale manager follow . 80 % travel customer location assign territory , work independently minimal supervision . responsible calibration equipment receive regional office ; schedule return customer complete ( company vehicle provide ) . duty assign . qualification require skill / ability : effective verbal & write communication professional appearance . excellent interpersonal customer service skill . excellent sale customer service skill . excellent organizational skill attention detail . excellent time management skill prove ability meet deadline . strong analytical problem - solve skill . proficient microsoft office suite , database management system education experience high school diploma ge required . 2 year technical engineering degree relate experience require lieu degree / certificate . willingness follow guideline detail proficiency certification handbook . valid driver license maintain clear driving record . travel position subject travel 80 % time . overnight trip require . physical requirement prolong period sit desk work computer . ability lift 50 pound , bend lift workday . occasional walking , stoop , kneeling , crawling , crouch depend variable customer location . e3 diagnostic equal opportunity / affirmative action employer , qualified applicant receive consideration employment regard race , color , religion , sexual orientation , sex , national origin , disability , protect veteran status . # e3","management, engineering, sales, communication, installation, technical","education, business, tech, engineering, sales",job,Kaggle
900,"DrChrono - Account Manager (Remote, US)",,,"account manager , drchrono – remote evercommerce [ nasdaq : evcm ] lead service commerce platform , provide vertically tailor , integrate saas solution help 600,000 global service - base business accelerate growth , streamline operation , increase retention . modern digital mobile application create predictable , inform , convenient experience customer service professional . specialize home & field service , health service , fitness & wellness industry , evercommerce solution include end - - end business management software , embed payment acceptance , marketing technology , customer engagement application . build extraordinary company look talented , energetic , motivated people join team . learn company , culture value : https://careers.evercommerce.com / / en look account manager focus growth expansion current drchrono customer base . role focus sell exist customer , include cross sell partner solution upselle revenue cycle management ( rcm ) offering . everhealth sale team currently comprise different solution segment ( drchrono , isalus , collaboratemd , updox , charge capture ) vision bring different team , process , policy everhealth sale team . work require happen , clear plan path forward . ideal candidate resilient , self - motivate , sale professional love closing deal provide solution client . ready jump prospect current customer base account growth . self - source lead carry opportunity close . communicate effectively level interaction engagement , discovery phase contracting phase . ideal candidate experience sell exist saas customer prove track record consistently exceed individual quota . individual expertly demonstrate objection - handling , price negotiation , possess strong healthcare background ability clearly explain product workflow . client - centric consultative approach sell work achieve sale goal , understand pain - point need customer base ability align need team . substantial knowledge healthcare industry , specifically emr practice management technology , focus revenue cycle management ( rcm ) service require . responsibility : daily reach prospect assign segment customer basebuild maintain pipeline qualified upsell cross - sell sale opportunity meet sale goal define objective salesforce crm sale toolsdevelop , plan execute sale strategy grow revenue customer basedevelop deliver high - quality demo , customer proposal effectively communicate solutionsmanage inbound request meeting close self - generate additional opportunity proactive outreach effortsuse salesforce crm sale tool document , track report sale activity , generate quote , sale order contract , manage sale processcoordinate closely implementation rcm team ensure seamless onboarding upgrade customersmaintain understanding competitive market space effectively position solution rcm servicesparticipate industry event , trade show , etc . work marketing team strengthen organization brand skill experience need success role : minimum 2 year sale account management experience sell software and/or healthcare service ability build client relationship grow exist accountspossess strong technical skill ability quickly learn understand domain knowledge target medical specialtiescomfortable questioning status quo physician owner affect change physician ownerproven track record manage sale cycle start finish consistently attain exceed sale target quotasability work autonomously daily management oversightobsesse exceed establish goal key performance indicator ( kpis ) daily , weekly monthly basishighly organized & possess strong time management skillsa team player entrepreneurial spirit - come willing try new idea achieve great level success demonstrate real passion learn grow company experience perform virtual client presentation demonstrationsthrive fast pace , innovative , dynamic environment . ability success challenge stride : evercommerce team distribute globally , team u.s . , canada , u.k . , jordan , new zealand , australia . widely distribute team , work remotely different time zone . role base united states – close office , set - office work 100 % remotely . note eligible work sponsorship qualify position , role require travel corporate headquarters denver , colorado , office location north america . benefit perk : flexibility work / want country employment – - office , remote , hybridcontinue investment professional development udemyrobust health wellness benefit , include annual wellness stipend401k 4 % match immediate vestingflexible generous ( fto ) time - offemployee stock purchase programstudent loan repayment program compensation : target base compensation position $ 60,000 $ 70,000 plus uncapped monthly commission , ote $ 90,000 $ 100,000 . final offer amount determine multiple factor , include location , local market variance , candidate experience expertise , vary amount list . evercommerce equal opportunity employer value diversity company . discriminate basis race , religion , color , national origin , gender identity , sexual orientation , age , marital status , veteran status , disability status . look forward review credential get know experience !","management, marketing, sales, software, development, technical","healthcare, business, marketing, tech, sales",job,Kaggle
901,Head of Sales,,,"head sale | - - artificial superintelligence doctor | hybrid | brilliant sale leader interested continued creation world & revolutionary - - artificial superintelligence doctor ? exclusive chance join team company like google , openai , season repeat founder build startup scale $ 0 multi - million . impactful save life - incredibly talented team , include bright mind ai create - - ai medical assistant design improve quality healthcare million world , forever ! aim : save life x road trillion - dollar company x world good artifical superintelligence doctor . basic head salesfull - timelocation - san jose / wfh flexibilitypackage - open - minded salary / package & want speak world good . hand - leader , sale team member responsible lead dedicated sale team market . work closely cto closely product , datum , engineering team create foundation sale function business . venchr equal - opportunity employer . qualified applicant receive consideration employment regard age , ancestry , color , family medical care leave , gender identity expression , genetic information , marital status , medical condition , national origin , physical mental disability , political affiliation , protect veteran status , race , religion , sex ( include pregnancy ) , sexual orientation , characteristic protect applicable law , regulation ordinance","aws, engineering, design, sales","engineering, healthcare, sales, tech",job,Kaggle
902,Relationship Banker,,,"job description : bank america , guide common purpose help financial life well power connection . responsible growth run company deliver client , teammate , community shareholder day . key drive responsible growth great place work teammate world . devoted diverse inclusive workplace . hire individual broad range background experience invest heavily teammate family offer competitive benefit support physical , emotional , financial - . bank america believe importance work offer flexibility employee . use multi - faceted approach flexibility , depend role organization . work bank america great career opportunity learn , grow impact , power difference . join ! job description : job responsible engage client lobby educate assist conduct transaction self - service resource , mobile banking , online banking , atm . key responsibility include accurately efficiently process cash transaction client need . job expectation include have deep conversation client gain - depth knowledge financial life priority connect client solution meet financial goal . responsibility : execute bank risk culture strive operational excellencebuild relationship client meet financial needsfollow establish process guideline daily activity right client bank , adhere applicable law regulationsgrow business knowledge network partner expert small business , lending , investmentsmanage financial center traffic , appointment , outbound call effectivelydrive client experiencemanage cash responsibility require qualification : enthusiastic , highly motivated self - starter strong work ethic intense focus result , act good interest client.collaborate effectively thing , build nurture strong relationships.display passion , commitment drive deliver experience improve client ' financial lives.is confident identify solution new exist client base needs.communicate effectively confidently , comfortable engage clients.ha ability learn adapt new information technology platforms.is confident educate client conduct simple banking transaction self - service technology ( example , atm , online banking , mobile banking).applie strong critical thinking problem - solve skill meet client ' needs.will follow establish process guideline daily activity right client bank , adhere applicable law regulations.efficiently manage time capacity.focuse result , act good interest client.can flexible work weekend and/or extend hour need . desire qualification : experience financial service knowledge financial service industry , product solutions.one year demonstrate successful sale experience salary plus incentive environment individual sale goals.six month cash handle experience.bachelor degree business relevant associate degree business management , business administration , finance . skill : adaptabilitybusiness acumencustomer client focusoral communicationsproblem solvingaccount managementclient experience brandingclient managementclient solution advisoryrelationship buildingbusiness developmentpipeline managementprospectingreferral identificationreferral management shift : 1st shift ( united states america ) hour week : 40","aws, management, sales, development, communication","tech, sales, business, finance",job,Kaggle
903,Mechanical Design Engineer,,,"summary : millwood , inc . , lead provider pallet , unit load technology , custom engineer material handling solution erosion control , wood waste recycling removal service continental united states . millwood currently seek highly skilled mechanical design engineer . ideal mechanical designer date state - - - art mechanical process technology . passion design , develop test mechanical component , candidate thrive challenging environment . experimentation innovation cornerstone mechanical design engineer job profile . seek team player work alongside client , executive member , manufacturing team engineer . project base role require great travel different plant need . objective roletranslate client briefing component innovative reliable mechanical product developmentoversee entire lifecycle machine design process , planning design testing implementationact bridge company , client manufactureranalyze mechanical design refine requirementadhere national local compliance regulation standard , keep mind ethos company responsibilitiesdesign develop mechanical system , keep mind budget , timeline essential resourcesreport senior mechanical design engineer report company status projectperform regular test experiment determine well improve componentuse cad cam program plan mechanical design projectstroubleshoot problem devise solution resolve themresearch dynamic technology trend mechanical design spectrum require skill qualificationsbachelor degree mechanical engineering related fieldminimum 2 year ' experience engineering disciplineexperience cad cam softwareevaluate manufacturing process design cad drawing coordination operation optimize processesability travel 75%improves manufacturing efficiency analyze plan workflow , space requirement , equipment layout.develop manufacturing process study product requirement , research testing method , confer equipment vendors.assure product process quality design testing methods.provide manufacturing decision - make information calculate production , labor , material costs.prepare product process report collect , analyzing , summarize information trends.provide manufacturing engineering information answer question requests.maintain product company reputation comply government regulations.keep equipment operational coordinate maintenance repair services.maintain product process database write computer program enter data.complete design development project training guide technicians.maintain professional technical knowledge attend educational workshop . qualification skillsstrong analytical skillsexcellent problem - solve skillstake initiativerelevant technological knowledgeability lead work independentlystrong write verbal communication skill disclaimer : necessarily exhaustive list responsibility , duty , skill , effort , requirement working condition associate job . intend accurate reflection current job , management reserve right revise job require different task perform assign .","management, engineering, design, software, development, communication, technical","education, government, business, manufacturing, tech, engineering",job,Kaggle
904,Production Operator,,,"job description production operator – 1st shift pay rate : $ 15.00 hour location : hodgenville , ky hour : 5:00 – 5:00 pm , monday – friday vehicle part manufacture company hodgenville , kentucky , hire production operator 1st shift . company offer - time schedule , raise starting pay , expand . apply today reserve path success reserve network . production operator benefit perk temp - - hire opportunity potential career growth stabilitypay start $ 15.00 hour weekly pay weekend offon - site position locate hodgenville , minute outside elizabethtown medical , dental , vision insurance , 401k plan production operator responsibility load unload machineslifting tray machinesinput datum maintain require measurementsquality check ( inspection ) production operator qualification high school diploma ge 6 month warehouse experience prefer able lift 50 pound able work overtimemust able pass pre - employment screen new organization : join team value employee provide competitive compensation . enjoy health , vision , dental insurance plan . trn foster internal growth , great culture , dedicate fantastic mission . apply : submit application consideration position reserve network . gain exclusive access mobile app job notification . career partner : reserve network , veteran - found family - own company , specialize connect exceptional talent rewarding opportunity . extensive industry experience , dedicate help achieve professional goal shine field . reserve network value diversity encourage applicant background apply . equal - opportunity employer , foster environment respect , integrity , trust aspect employment .",,manufacturing,job,Kaggle
